4,18,30,11,1,11,2016,25.29,30.27,0.0,0.0,0.0,0.0,0.0,0.0
4,18,31,14,1,11,2016,24.51,24.04,0.0,0.0,0.0,0.0,0.0,0.0
4,18,32,17,1,11,2016,24.45,24.18,0.0,0.0,0.0,0.0,0.0,0.0
4,18,33,19,1,11,2016,24.56,24.15,0.0,0.0,0.0,0.0,0.0,0.0
4,18,34,22,1,11,2016,24.68,24.38,0.0,0.0,0.0,0.0,0.0,0.0
4,18,35,25,1,11,2016,24.9,23.92,0.0,0.0,0.0,0.0,0.0,0.0
4,18,36,28,1,11,2016,24.84,24.06,0.0,0.0,0.0,0.0,0.0,0.0
4,18,37,30,1,11,2016,24.97,24.14,0.0,0.0,0.0,0.0,0.0,0.0
4,18,38,33,1,11,2016,25.02,24.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,39,36,1,11,2016,25.29,23.98,0.0,0.0,0.0,0.0,0.0,0.0
4,18,40,39,1,11,2016,25.4,23.52,0.0,0.0,0.0,0.0,0.0,0.0
4,18,41,42,1,11,2016,25.58,23.45,0.0,0.0,0.0,0.0,0.0,0.0
4,18,42,44,1,11,2016,25.63,23.38,0.0,0.0,0.0,0.0,0.0,0.0
4,18,43,47,1,11,2016,25.51,23.38,0.0,0.0,0.0,0.0,0.0,0.0
4,18,44,50,1,11,2016,25.63,23.35,0.0,0.0,0.0,0.0,0.0,0.0
4,18,45,53,1,11,2016,25.68,23.53,0.0,0.0,0.0,0.0,0.0,0.0
4,18,46,56,1,11,2016,25.77,23.32,0.0,0.0,0.0,0.0,0.0,0.0
4,18,47,59,1,11,2016,25.9,23.18,0.0,0.0,0.0,0.0,0.0,0.0
4,18,49,2,1,11,2016,25.95,23.15,0.0,0.0,0.0,0.0,0.0,0.0
4,18,50,4,1,11,2016,25.9,23.37,0.0,0.0,0.0,0.0,0.0,0.0
4,18,51,7,1,11,2016,25.79,23.36,0.0,0.0,0.0,0.0,0.0,0.0
4,18,52,10,1,11,2016,25.83,23.32,0.0,0.0,0.0,0.0,0.0,0.0
4,18,53,13,1,11,2016,26.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0
4,19,15,46,1,11,2016,24.83,28.38,0.0,0.0,0.0,0.0,0.0,0.0
